cid,boro,x,y
3827108,bronx,-8224399.20,4991079.22
3755520,queens,-8230478.46,4973607.77
4162448,,-8231215.84,4983828.98
4030370,,-8206978.25,4977616.28
3538833,brooklyn,-8233509.03,4964727.71
2975966,,-8237899.60,4965555.26
3140784,queens,-8208477.50,4973077.42
4177686,,-8218874.52,4970789.76
3681337,,-8238870.17,4972001.09
4180802,,-8214980.45,4973862.08
3171311,manhattan,-8232040.89,4983183.97
74902,bronx,-8226843.05,4985831.82
3557669,,-8255446.20,4955455.81
344316,bronx,-8218572.29,4994949.19
3975,manhattan,-8238115.73,4969684.69
3141950,brooklyn,-8234693.28,4965055.92
4367076,manhattan,-8232320.58,4979910.39
2849188,,-8232558.59,4977399.55
4526471,,-8229986.88,4967815.02
3352755,brooklyn,-8227410.93,4964696.44
3595863,brooklyn,-8236028.19,4953216.10
3770384,,-8210187.04,4953852.70
4313451,bronx,-8227945.28,4986186.78
3457008,brooklyn,-8229723.05,4959012.54
4289664,bronx,-8224629.07,4990432.39
320091,bronx,-8229978.71,4984594.99
3911286,,-8223679.51,4965983.22
3623196,staten island,-8245627.27,4955447.45
3179907,queens,-8211256.10,4970155.97
4485741,,-8212819.19,4981107.12
3858166,queens,-8218764.09,4950725.53
4485422,queens,-8222203.42,4972413.57
4476269,manhattan,-8236820.22,4971736.54
4371639,,-8226753.05,4958919.39
3788475,brooklyn,-8227140.44,4960199.53
3420511,,-8227974.22,4966231.90
286388,staten island,-8245739.15,4959961.31
245985,queens,-8218042.67,4976990.49
4155975,,-8230830.68,4966257.59
174618,brooklyn,-8230282.82,4963633.87
4209077,,-8224809.41,4974624.32
1347696,manhattan,-8232643.24,4979971.06
3903211,staten island,-8249539.03,4955440.41
3725884,brooklyn,-8233482.31,4950306.34
4111114,manhattan,-8229949.03,4989964.85
3621480,queens,-8224620.16,4977511.93
4526107,manhattan,-8235147.65,4980981.41
26683,manhattan,-8236598.51,4975681.95
3937629,brooklyn,-8231771.33,4971106.27
3939186,,-8225897.00,4995750.29
3492075,brooklyn,-8227562.78,4961076.03
4307938,brooklyn,-8236917.63,4959981.51
3198209,manhattan,-8234889.45,4972474.06
3912067,brooklyn,-8234121.95,4959070.19
3851483,manhattan,-8232664.56,4981207.10
3180606,queens,-8217842.04,4968111.57
4167478,staten island,-8247388.34,4959158.50
3354302,brooklyn,-8232713.35,4968477.50
79658,bronx,-8227479.91,4986426.04
3757725,manhattan,-8230767.23,4989787.08
3498088,brooklyn,-8237542.13,4959006.38
3785643,,-8221026.77,4966876.39
4061420,staten island,-8260714.40,4943677.96
4275547,,-8223590.46,4988272.50
3923077,manhattan,-8233619.23,4976816.33
4426297,queens,-8210133.49,4979643.72
4073271,,-8210238.80,4977072.34
4312104,queens,-8213697.50,4967696.38
3958741,manhattan,-8236417.80,4975710.20
4219885,,-8229654.03,4991296.45
3603336,queens,-8218718.01,4950859.20
3303305,brooklyn,-8226767.86,4960138.99
4226806,,-8222970.41,4973747.78
3669212,brooklyn,-8236954.36,4953805.19
4080586,brooklyn,-8232596.21,4960001.46
3546537,,-8233324.24,4968810.12
4365500,,-8231589.88,4968014.26
337166,brooklyn,-8235448.42,4960456.53
282740,queens,-8224694.36,4978057.35
4001847,brooklyn,-8234500.88,4956979.11
3514974,queens,-8218760.31,4978007.53
3644294,brooklyn,-8234086.77,4965872.82
4349809,brooklyn,-8230600.25,4968382.82
4067930,bronx,-8222210.10,4996816.43
4146052,manhattan,-8233465.61,4978061.92
90722,bronx,-8220901.37,4988933.14
4321050,queens,-8225579.74,4976254.94
3143089,manhattan,-8236461.29,4974153.84
4410376,brooklyn,-8232069.22,4961461.93
4434547,queens,-8208014.64,4964589.30
3475162,bronx,-8227420.96,4985198.29
3708781,,-8222691.00,4991223.45
4122410,brooklyn,-8237149.17,4965705.92
4168127,,-8206976.03,4971797.65
4394418,bronx,-8224141.49,4989202.00
2914591,,-8219431.59,4987151.74
4055105,,-8214558.00,4971051.93
4513562,manhattan,-8231188.01,4988475.54
4194963,bronx,-8228712.83,4983414.70
3160126,queens,-8208431.98,4968680.69
235488,queens,-8214776.27,4972140.30
3128194,bronx,-8228090.78,4985277.99
3286009,,-8217395.26,4969049.25
4613934,,-8226737.46,4972016.81
301514,staten island,-8261874.28,4944745.90
4236043,,-8235641.35,4958563.81
123710,brooklyn,-8237195.26,4955482.56
4017541,queens,-8207486.98,4966882.26
3045002,,-8231074.89,4973950.98
3768905,,-8238240.10,4961837.28
317696,brooklyn,-8231571.35,4962940.70
3992943,bronx,-8219948.09,4987023.10
4040093,queens,-8226937.84,4971302.95
4273622,brooklyn,-8224008.46,4959978.58
4001547,staten island,-8260107.15,4942701.52
4586337,brooklyn,-8239000.42,4959364.47
3535226,queens,-8222978.20,4972966.65
3196483,brooklyn,-8225105.56,4962316.22
10095,manhattan,-8237699.36,4972938.14
3173730,queens,-8217707.56,4966928.50
3808384,,-8227465.49,4965336.88
3950253,,-8215861.99,4965453.43
3753771,brooklyn,-8232832.76,4963986.35
30880,manhattan,-8236027.67,4975118.04
4206947,brooklyn,-8235939.13,4966610.37
137036,brooklyn,-8230314.29,4959655.47
3749693,,-8229927.88,4989588.71
143042,brooklyn,-8239070.35,4957252.45
3131276,brooklyn,-8233400.92,4967926.09
3267879,queens,-8211063.05,4969677.76
3707044,bronx,-8224268.40,4993678.73
3266480,brooklyn,-8238249.99,4959303.06
3361499,queens,-8220840.33,4950267.84
4446327,brooklyn,-8237043.42,4965654.39
4272569,,-8230409.89,4968870.91
4538878,brooklyn,-8229935.67,4961635.66
3803665,brooklyn,-8228042.68,4959939.85
3255896,manhattan,-8237068.19,4975579.55
3539835,brooklyn,-8231779.57,4965024.51
3602196,brooklyn,-8231564.27,4956289.51
300251,staten island,-8248520.49,4950853.59
3986541,bronx,-8219659.77,4994858.01
1006694,staten island,-8264841.09,4939497.27
1031776,brooklyn,-8239564.00,4957224.98
3936403,queens,-8213962.99,4977562.34
3928752,,-8222360.82,4987743.26
4115977,brooklyn,-8232105.29,4961893.77
218195,queens,-8223772.95,4969210.46
3475961,queens,-8224936.76,4977710.93
3831795,bronx,-8220230.84,4993050.57
3149862,manhattan,-8235002.77,4975278.73
3495459,manhattan,-8230817.32,4988026.63
3766106,,-8232711.98,4977192.85
3167433,manhattan,-8236012.69,4973448.48
4216471,brooklyn,-8232770.98,4959448.97
20055,manhattan,-8237053.36,4974858.02
3311783,bronx,-8220453.80,4988130.29
3384631,brooklyn,-8235936.79,4952590.04
4174709,queens,-8217912.05,4962986.60
3516023,brooklyn,-8234462.59,4953800.65
3720717,,-8228275.90,4978513.31
3798761,,-8224344.09,4988381.38
4411337,,-8210337.32,4954455.03
3621104,bronx,-8226052.85,4992046.22
4147936,brooklyn,-8229917.86,4961411.31
4074167,manhattan,-8238065.33,4972875.57
3907457,,-8219053.08,4975217.94
4482247,bronx,-8227408.27,4992894.53
4249155,manhattan,-8234409.60,4977625.24
3929846,,-8210151.97,4975562.81
4305191,,-8222355.93,4977804.56
3204991,manhattan,-8237290.44,4973679.27
3938509,brooklyn,-8231307.13,4969160.49
3210020,brooklyn,-8238898.01,4954942.75
7067,manhattan,-8237286.94,4970400.20
4255302,,-8225211.27,4961659.29
197177,brooklyn,-8233495.08,4969320.25
277390,queens,-8228768.33,4977420.89
82222,bronx,-8220681.89,4987431.68
4191446,,-8229916.75,4970313.90
3670356,,-8213212.14,4976025.11
3453218,bronx,-8218716.89,4989358.86
3778077,brooklyn,-8232489.34,4970441.68
3348738,,-8223542.84,4978749.82
4003447,queens,-8205847.25,4974911.87
3613636,queens,-8216340.22,4980492.86
3273063,brooklyn,-8228372.08,4957533.15
3323499,queens,-8216527.46,4963359.53
3506520,,-8228481.84,4978533.01
3200560,queens,-8230222.54,4976453.19
35076,manhattan,-8235206.95,4974908.55
4193114,brooklyn,-8236509.09,4963048.68
4552376,bronx,-8220583.27,4998232.34
79123,bronx,-8226418.42,4988912.81
3685879,,-8227757.15,4989533.97
3168443,queens,-8219567.33,4980633.04
3505741,queens,-8215180.27,4965123.00
3671891,,-8228295.93,4951221.54
4311557,,-8222833.93,4995568.44
4410057,,-8236128.82,4976388.97
3862450,queens,-8223349.45,4972771.56
3209175,manhattan,-8237815.04,4973449.42
3970220,manhattan,-8236772.91,4971906.35
4584886,brooklyn,-8238344.74,4958298.01
4477110,brooklyn,-8232886.75,4966825.45
27242,manhattan,-8236340.64,4975174.14
4030301,,-8214318.66,4964285.91
3263415,queens,-8214427.60,4965057.64
4368014,brooklyn,-8231920.50,4960978.61
3910587,queens,-8215450.11,4964420.51
4070497,,-8234840.41,4970962.19
186734,brooklyn,-8228896.53,4967969.82
3489605,brooklyn,-8233490.10,4962831.48
4229335,queens,-8214761.71,4967793.29
3566629,queens,-8225854.70,4973819.62
289998,staten island,-8251203.59,4959265.03
161200,brooklyn,-8227486.89,4961507.02
3865278,,-8230754.98,4986259.30
3599253,brooklyn,-8235761.02,4953611.95
4084139,,-8231091.17,4988649.61
69786,manhattan,-8231455.64,4987987.66
338048,manhattan,-8238658.18,4969556.48
4457376,manhattan,-8233948.74,4977609.52
20498,manhattan,-8237942.01,4974745.92
4420010,queens,-8209026.53,4970627.76
4303682,brooklyn,-8231958.35,4966635.03
3891592,brooklyn,-8222902.50,4964850.86
3809323,,-8237141.38,4973102.25
3834778,manhattan,-8235562.43,4973672.70
3735175,,-8218666.80,4974690.59
3892971,,-8223102.88,4963081.70
3795779,brooklyn,-8239193.00,4955581.63
144775,brooklyn,-8228136.46,4959401.11
1020729,queens,-8218692.84,4950868.56
996023,queens,-8211706.58,4968965.67
193092,brooklyn,-8233721.37,4965701.83
3955757,queens,-8210366.15,4971740.07
3748658,brooklyn,-8237486.92,4962307.44
3835580,brooklyn,-8225844.68,4964147.06
147526,brooklyn,-8234783.57,4958225.61
3615347,queens,-8208540.06,4963259.13
4484592,bronx,-8224717.01,4989039.54
218502,queens,-8225000.79,4971371.60
4425217,queens,-8226101.83,4974997.68
3122806,,-8245506.51,4954177.33
252768,queens,-8218842.65,4977233.30
4400947,brooklyn,-8226822.06,4967079.00
3636739,manhattan,-8236179.02,4974845.75
128903,brooklyn,-8230245.22,4953913.74
3740894,manhattan,-8238748.83,4970342.54
3864649,,-8220294.29,4987062.38
364679,brooklyn,-8232804.05,4970973.45
4377530,brooklyn,-8227209.46,4962284.55
275632,queens,-8229948.58,4977897.12
3891375,brooklyn,-8222165.57,4963747.41
3640978,queens,-8210884.45,4952923.18
3428794,queens,-8230507.85,4975483.46
1004269,manhattan,-8238395.54,4969017.59
338297,brooklyn,-8238120.45,4959467.36
91771,bronx,-8217315.17,4989670.25
2815026,bronx,-8223226.46,4985881.64
4381622,,-8213877.83,4971089.97
182537,brooklyn,-8232555.71,4967427.16
3671405,manhattan,-8230323.06,4990039.46
3630828,bronx,-8227953.52,4984984.42
84186,bronx,-8222557.90,4986993.82
149822,brooklyn,-8233301.68,4960864.97
1029986,brooklyn,-8229057.01,4963047.17
3988450,manhattan,-8237021.16,4977256.78
3312442,bronx,-8220345.61,4989706.01
4226037,manhattan,-8236035.98,4976702.43
4544050,bronx,-8227525.60,4992051.67
60532,manhattan,-8230452.10,4982298.59
3690557,manhattan,-8237443.61,4976398.52
4050302,bronx,-8221475.83,4992511.36
3123072,,-8246116.64,4954426.01
3306180,brooklyn,-8236691.00,4954136.64
3918088,manhattan,-8230109.89,4989675.68
3145724,queens,-8216621.60,4981199.34
3968345,brooklyn,-8230417.68,4955931.24
3510426,,-8228593.16,4992663.72
4366519,brooklyn,-8223160.77,4961034.07
3597717,,-8235597.38,4979740.74
4427813,,-8232041.17,4965041.83
3639184,,-8251341.30,4954752.10
4147964,brooklyn,-8237573.30,4953198.51
3445511,,-8227080.33,4978196.41
3381913,manhattan,-8232541.46,4980155.82
4318698,queens,-8211858.50,4964749.00
3974017,,-8215939.47,4970547.42
3304845,,-8220502.19,4987008.31
4557507,brooklyn,-8224985.29,4961259.00
3595569,staten island,-8247728.98,4958454.08
4531523,,-8222384.87,4961668.24
51528,manhattan,-8232956.09,4977179.36
4357404,,-8215633.34,4963053.08
226490,queens,-8211548.55,4963183.89
3018266,,-8207220.71,4967123.98
4024288,manhattan,-8237926.85,4969681.52
3730608,,-8259233.18,4952185.05
4152913,brooklyn,-8234949.50,4949885.27
4150279,brooklyn,-8232932.95,4959717.14
3957405,,-8218330.06,4991177.53
62384,manhattan,-8233831.17,4983688.18
3983408,manhattan,-8237260.49,4971185.29
147900,brooklyn,-8233242.09,4960448.53
3760367,manhattan,-8235670.29,4975767.80
4292127,queens,-8208006.84,4964605.15
304333,manhattan,-8235219.10,4971227.93
4613408,,-8219551.79,4978206.11
3473610,bronx,-8223059.02,4988004.12
3651359,queens,-8208177.16,4970908.73
4512829,queens,-8212540.44,4964055.77
4213911,manhattan,-8237790.93,4975020.60
4458375,queens,-8226796.46,4974255.09
3396927,queens,-8220501.93,4969614.76
4506361,brooklyn,-8232734.24,4953694.35
3547587,,-8226903.33,4991566.39
3762044,,-8225739.37,4961952.03
325138,manhattan,-8231058.78,4984112.17
4466594,,-8218374.82,4977349.01
4136562,bronx,-8226530.96,4986286.81
7306,manhattan,-8237133.52,4970729.54
4309415,,-8224984.18,4961256.80
3632418,queens,-8215336.12,4972681.37
4062101,manhattan,-8235580.24,4975838.48
33682,manhattan,-8234565.67,4976491.04
3748744,,-8250407.32,4955146.40
3449294,bronx,-8222087.65,4996765.48
4110770,brooklyn,-8237694.64,4958995.23
4335073,queens,-8214874.14,4970178.79
2826294,brooklyn,-8229950.38,4961823.03
88444,bronx,-8227957.59,4987800.64
4114202,queens,-8218021.15,4970750.40
3879530,,-8222984.21,4963592.28
91655,bronx,-8218869.91,4989849.49
4127631,bronx,-8220154.03,4986428.03
193989,brooklyn,-8231193.31,4970354.94
1037307,queens,-8213144.86,4963311.30
3773982,,-8228411.26,4968272.10
3362392,manhattan,-8231058.20,4984960.73
2829702,,-8238720.86,4968479.27
3594303,brooklyn,-8228733.42,4961261.79
3490857,staten island,-8248876.01,4952203.09
3609164,,-8223909.95,4978667.50
3361766,manhattan,-8232641.45,4985842.19
3187681,brooklyn,-8237393.84,4966898.97
4077632,manhattan,-8239096.15,4970608.23
3647876,queens,-8220766.28,4965726.17
67874,manhattan,-8230597.94,4985794.09
4291219,bronx,-8228902.18,4985856.97
3690509,manhattan,-8235888.48,4975374.72
3414509,brooklyn,-8233143.90,4950201.11
4117836,,-8253310.54,4958642.58
3578273,bronx,-8227632.47,4990899.66
3731371,,-8219583.63,4971929.56
153734,brooklyn,-8232112.78,4962002.93
3988742,staten island,-8247673.32,4954897.85
3236429,,-8234776.59,4973730.91
3935758,,-8211344.20,4963360.83
3274103,bronx,-8219254.14,4992859.00
3630088,,-8226284.39,4961957.90
195326,brooklyn,-8231927.82,4968862.38
3130664,brooklyn,-8225649.60,4962007.17
3163096,brooklyn,-8233134.06,4957242.65
3390926,,-8207254.52,4967684.57
3812760,,-8216368.05,4970530.83
4432833,queens,-8214299.73,4964017.76
56307,manhattan,-8232178.45,4981662.05
3016883,,-8207212.50,4974200.73
3523140,,-8214454.47,4971958.49
3714377,queens,-8218280.52,4971721.42
4062663,,-8230039.20,4977773.69
3905009,queens,-8217483.47,4967583.76
131443,brooklyn,-8234203.60,4956012.89
4146979,,-8228342.69,4983339.99
3171191,manhattan,-8239387.71,4969320.16
4343283,bronx,-8226611.67,4992381.24
318780,brooklyn,-8238337.13,4960709.65
315327,queens,-8215979.66,4964479.45
4336231,bronx,-8225084.37,4984871.17
3276729,brooklyn,-8234355.22,4957064.00
3135488,brooklyn,-8232497.55,4962752.72
3570404,brooklyn,-8229332.76,4969126.86
4194604,manhattan,-8234466.37,4981346.78
3880412,brooklyn,-8238444.93,4956886.41
36243,manhattan,-8234641.78,4975932.02
3239589,queens,-8223211.91,4973111.69
297175,staten island,-8251522.85,4954157.36
4541031,manhattan,-8236278.65,4973818.74
4020627,queens,-8213063.53,4966965.95
3816008,,-8235494.97,4966036.65
3850703,,-8230028.07,4984597.89
3878677,bronx,-8222254.63,4988992.46
4512246,manhattan,-8237204.83,4971495.07
3950817,bronx,-8227178.95,4985937.73
4291881,brooklyn,-8236792.95,4966678.19
3815931,,-8212084.48,4974749.36
4098725,bronx,-8226248.77,4985082.67
3969460,queens,-8222475.48,4975063.21
3521728,brooklyn,-8241698.80,4957146.45
3719962,,-8233326.46,4968350.07
3056987,,-8215470.38,4973821.99
3683591,queens,-8210862.19,4975915.48
3831132,,-8230886.34,4988270.73
4271990,brooklyn,-8230586.33,4967724.28
3933179,,-8232573.94,4968311.31
3599200,,-8227406.49,4966818.69
3708111,,-8230354.23,4979470.84
70424,manhattan,-8230637.11,4990085.64
3276239,queens,-8214147.84,4952365.82
53565,manhattan,-8235414.58,4980510.79
3687448,queens,-8207743.57,4969235.68
3681202,manhattan,-8231580.97,4988656.97
4590650,brooklyn,-8227878.49,4958598.13
3304967,brooklyn,-8226865.48,4963287.88
4007838,,-8223581.55,4988225.27
3223627,brooklyn,-8231358.66,4951123.19
118601,brooklyn,-8235431.70,4952796.37
4025601,bronx,-8221836.06,4985953.47
4212624,,-8218535.44,4987781.81
4150810,,-8224483.24,4986328.29
3281513,manhattan,-8235206.95,4974908.55
3136063,brooklyn,-8237039.39,4953874.68
3152857,brooklyn,-8235883.73,4964634.79
3805384,,-8223537.03,4988477.46
3628192,manhattan,-8227327.45,4990802.97
3481598,,-8205920.05,4975514.32
3331195,brooklyn,-8235615.15,4967020.87
3310483,bronx,-8227906.71,4983951.68
4586895,brooklyn,-8229428.05,4955431.61
3640120,,-8232367.33,4973389.75
3770753,bronx,-8220608.21,4997462.95
3834723,,-8224809.41,4974624.32
9599,manhattan,-8237805.00,4973651.05
4535835,manhattan,-8231818.08,4986729.02
3892652,,-8237693.53,4966170.24
3125755,brooklyn,-8232094.06,4961771.73
4477618,manhattan,-8237234.89,4970775.66
4384774,,-8221983.01,4986716.66
272124,queens,-8210907.71,4965104.58
4575006,queens,-8217752.87,4975353.56
4567720,manhattan,-8239099.49,4968708.50
4092017,bronx,-8227018.43,4994142.91
4542329,brooklyn,-8231439.04,4970217.71
4009436,queens,-8227910.21,4976021.88
3702928,manhattan,-8236245.26,4977824.25
4464241,bronx,-8227767.17,4987715.31
4488772,manhattan,-8236239.69,4973461.44
3988533,,-8250011.58,4949424.50
3090839,,-8219610.05,4972093.07
3312997,manhattan,-8230458.83,4990115.81
4375018,bronx,-8222360.38,4991955.70
3910010,,-8259134.77,4951610.86
173792,brooklyn,-8230502.18,4964920.38
3870970,brooklyn,-8232832.20,4970726.60
155879,brooklyn,-8238351.13,4960186.54
35738,manhattan,-8234957.50,4974769.34
3213260,queens,-8221442.00,4975380.53
4355959,,-8234917.22,4980975.24
3988940,,-8216019.62,4965709.88
3430471,staten island,-8235616.30,4971775.32
131155,brooklyn,-8233586.16,4955900.75
4493157,,-8231505.28,4982030.20
4503901,brooklyn,-8230185.03,4963362.30
3922945,queens,-8220627.13,4963146.12
4330651,brooklyn,-8237561.06,4961695.68
3829427,,-8253330.57,4954705.76
4028166,manhattan,-8236388.86,4974843.55
67250,manhattan,-8231816.75,4985512.28
3375975,queens,-8229470.23,4972275.85
4224245,manhattan,-8232797.69,4978679.26
245047,queens,-8230556.13,4974117.05
4580503,queens,-8227387.01,4978995.59
285594,staten island,-8252236.95,4955035.31
3859765,,-8237547.70,4966565.15
4569961,brooklyn,-8227727.54,4964718.76
3676396,,-8217364.36,4974016.35
3135869,manhattan,-8236716.51,4976966.24
3578184,,-8219375.90,4988678.30
4611707,,-8220296.52,4974168.70
4132921,,-8230024.06,4968097.96
4179937,,-8217984.41,4981093.89
4183793,,-8225773.43,4989712.03
3631257,manhattan,-8237644.55,4970565.63
80029,bronx,-8226896.48,4987350.90
23734,manhattan,-8236060.10,4973362.60
202810,queens,-8210429.42,4953663.14
4160104,queens,-8208881.82,4970363.40
3699753,,-8214253.43,4963260.30
3866788,brooklyn,-8223793.62,4964696.45
14622,manhattan,-8236609.69,4972580.03
3563825,manhattan,-8236934.88,4972199.40
4537025,queens,-8222310.73,4969048.01
3794690,brooklyn,-8228189.07,4967066.22
3128267,brooklyn,-8230532.21,4956734.25
47340,manhattan,-8232951.89,4978399.69
4107862,queens,-8220978.90,4973228.88
4413611,manhattan,-8231686.73,4983359.11
3035170,,-8210718.72,4972009.99
1018197,queens,-8220405.81,4971760.84
930761,queens,-8215566.01,4965856.44
4172985,bronx,-8229139.74,4983901.63
111967,bronx,-8225793.51,4991996.92
313700,brooklyn,-8235496.42,4962900.07
3385219,,-8219811.33,4969635.37
3220967,manhattan,-8236505.99,4976599.16
4338945,bronx,-8222873.01,4997348.51
4373077,bronx,-8222238.60,4987372.51
3709798,bronx,-8222317.52,4994919.11
3664823,bronx,-8224516.64,4991265.55
4093831,queens,-8214889.73,4980788.37
3534568,manhattan,-8230183.91,4990436.07
3613545,,-8217283.10,4968784.13
65289,manhattan,-8232016.62,4986223.41
4335229,,-8225848.02,4991754.79
3611447,brooklyn,-8232081.91,4963761.94
3481340,,-8227974.22,4988742.75
197530,brooklyn,-8230824.69,4970334.94
3543500,,-8225963.79,4964221.62
3181305,brooklyn,-8234693.28,4965055.92
20910,manhattan,-8238583.98,4974658.37
3223302,queens,-8225819.84,4975197.28
4292455,,-8232605.11,4967750.71
4021580,,-8230838.47,4971618.89
4403194,queens,-8227330.79,4976562.82
4294965,,-8257316.37,4953650.81
3528075,,-8229138.62,4961740.73
4180719,brooklyn,-8233352.51,4968435.68
3284895,queens,-8217652.64,4963154.86
4184088,brooklyn,-8230869.20,4966520.81
3178531,brooklyn,-8230440.07,4965876.45
112091,bronx,-8226221.15,4992813.94
3952786,,-8232965.23,4963884.78
3361469,brooklyn,-8228513.91,4966278.16
3683361,manhattan,-8237139.15,4976950.65
4203096,,-8221173.71,4973726.47
3446339,,-8234505.34,4972443.68
4145234,manhattan,-8236253.05,4973012.49
4473107,,-8224613.49,4987048.85
2171,manhattan,-8238533.29,4969363.41
4567506,,-8258433.46,4957915.17
3310479,bronx,-8227899.56,4984260.49
4577713,manhattan,-8233721.65,4984392.27
3728839,brooklyn,-8233382.12,4971175.75
3942273,brooklyn,-8231821.42,4958342.16
3315184,brooklyn,-8235920.12,4967609.69
4302398,brooklyn,-8237495.38,4953119.34
3080301,,-8210581.14,4977313.71
3643556,brooklyn,-8240201.55,4956662.02
48326,manhattan,-8232804.97,4979678.20
2834257,,-8237431.74,4969479.25
3883818,bronx,-8221210.89,4994302.36
335127,brooklyn,-8226822.39,4963063.46
3861430,,-8219584.07,4974540.87
98182,bronx,-8219243.96,4995279.85
20506,manhattan,-8238601.25,4974538.99
3498679,bronx,-8225580.85,4992496.94
242464,queens,-8227131.54,4974859.21
3862978,queens,-8213260.57,4976104.17
3160185,queens,-8220364.31,4971153.20
2983304,,-8237516.04,4967358.42
3484571,brooklyn,-8230048.10,4961626.71
285315,staten island,-8247686.16,4956365.76
3776077,,-8227710.39,4990526.73
4622483,manhattan,-8236602.59,4978723.65
3189486,queens,-8218583.65,4976516.79
3951918,queens,-8219412.08,4966528.01
3435929,queens,-8218568.84,4964911.34
299774,staten island,-8253870.23,4946753.81
3258391,queens,-8230731.38,4976815.80
34716,manhattan,-8233724.07,4977003.43
3934474,staten island,-8247209.12,4954343.59
3980712,,-8230934.21,4962330.92
1017723,manhattan,-8237485.30,4970702.94
4329304,queens,-8228868.12,4977006.79
3274195,brooklyn,-8238142.18,4960956.54
3622402,queens,-8222865.77,4969686.07
3840899,,-8225897.00,4995750.29
3616784,brooklyn,-8229274.43,4954742.42
4307107,manhattan,-8235913.97,4977119.52
3133283,manhattan,-8237473.99,4974844.74
3893569,brooklyn,-8232056.31,4961899.20
3988283,bronx,-8224019.60,4994754.50
4401517,,-8210367.93,4953979.67
4449296,bronx,-8226222.05,4992813.72
4117663,brooklyn,-8235167.69,4966004.36
324867,queens,-8210490.78,4954086.26
4060330,,-8235774.38,4967591.11
4142524,brooklyn,-8227290.16,4963823.14
3639081,bronx,-8225016.46,4994251.42
59073,manhattan,-8234237.81,4982204.20
3968070,brooklyn,-8233370.32,4970896.10
4123622,,-8214455.58,4963245.77
3381917,manhattan,-8233007.00,4978299.66
3891892,bronx,-8227527.16,4983792.80
3469341,queens,-8229336.77,4977295.44
3483405,queens,-8211498.94,4967182.21
3885084,,-8224984.18,4961256.80
3300686,,-8231026.69,4980685.47
87520,bronx,-8228770.71,4988092.99
3224331,brooklyn,-8234657.34,4959169.34
4278625,manhattan,-8235496.08,4972424.59
3493717,,-8219331.38,4978557.11
3206020,queens,-8204762.86,4973791.38
3627645,manhattan,-8228458.02,4992280.71
4178975,brooklyn,-8227306.30,4967797.69
3345575,queens,-8209715.14,4971216.32
3539248,brooklyn,-8232087.03,4958521.27
4023977,queens,-8216486.05,4967591.40
3159973,brooklyn,-8234098.42,4955272.23
4235159,,-8236427.82,4978988.24
3901674,bronx,-8228312.63,4989113.85
3859357,brooklyn,-8222185.61,4963290.39
3377911,,-8210900.91,4975275.76
4284975,brooklyn,-8231980.61,4970043.97
3449334,bronx,-8221017.87,4994980.21
4217306,brooklyn,-8241913.65,4955940.77
86351,bronx,-8228865.23,4986768.99
121475,brooklyn,-8236233.10,4954717.35
333279,manhattan,-8237486.88,4972551.86
3570019,staten island,-8249165.67,4955926.25
3685391,brooklyn,-8239462.39,4960802.24
73498,bronx,-8227251.27,4983565.10
3199000,,-8237755.36,4965950.55
4303349,queens,-8230767.23,4973776.13
3717431,brooklyn,-8237046.76,4959816.76
4154397,manhattan,-8238579.63,4969591.35
3865585,brooklyn,-8223997.89,4965258.05
3695799,brooklyn,-8232766.53,4951725.20
3189686,manhattan,-8230704.13,4986352.56
3221444,queens,-8208197.48,4978574.87
3885270,,-8254779.95,4955310.34
4492314,brooklyn,-8235654.15,4957503.89
4367504,,-8233590.29,4976024.23
4003548,queens,-8217742.85,4965288.00
661240,brooklyn,-8230686.23,4958934.17
3849400,manhattan,-8236447.30,4975205.74
3816256,brooklyn,-8229877.12,4968798.37
4207047,,-8209894.82,4963259.57
176597,brooklyn,-8235755.25,4964874.88
3443406,brooklyn,-8232694.17,4965147.67
3096849,,-8215632.55,4963053.62
3853368,brooklyn,-8222403.35,4963863.80
4313666,,-8253776.97,4958568.21
3215618,brooklyn,-8229504.11,4968730.47
3102734,,-8227252.85,4978282.50
3712745,,-8228810.23,4966859.65
4308679,,-8229918.97,4964396.29
3187399,manhattan,-8234586.98,4977725.82
66518,manhattan,-8230860.38,4986068.83
331938,manhattan,-8232344.30,4982739.34
4207622,manhattan,-8237721.36,4974397.91
217034,queens,-8225712.74,4968472.22
4273945,,-8228553.08,4973393.13
3520064,brooklyn,-8235611.85,4959478.31
4307295,queens,-8213604.54,4967103.95
3320130,,-8229976.08,4982040.08
3274814,brooklyn,-8231853.52,4962805.54
3687456,queens,-8204637.20,4973828.58
3498957,queens,-8219064.77,4976220.85
3187948,manhattan,-8236819.01,4971736.59
3318129,bronx,-8220269.81,4993194.20
3495580,bronx,-8223188.04,4994408.95
4372432,,-8231835.89,4962576.13
3455513,queens,-8210009.48,4963258.54
3971994,bronx,-8228344.91,4984696.72
165218,brooklyn,-8225173.21,4963384.95
4457476,brooklyn,-8226160.83,4964629.66
3546610,brooklyn,-8234609.42,4959053.32
4195937,,-8230738.28,4989904.81
4362657,brooklyn,-8238394.84,4959282.76
66197,manhattan,-8231288.57,4986307.34
3382103,brooklyn,-8230229.84,4953044.09
3787879,,-8237291.66,4973679.17
4571383,queens,-8227566.79,4979423.80
4429691,manhattan,-8239276.49,4969635.41
78002,bronx,-8224484.73,4985123.61
3322499,brooklyn,-8236400.67,4967461.06
3330804,queens,-8212611.33,4977854.60
