cid,boro,zipcode,x,y
4553373,manhattan,10040,-8229758.67,4991059.50
4362170,queens,11104,-8229257.18,4974331.50
51933,manhattan,10065,-8234334.06,4978185.24
4286669,queens,11373,-8223209.75,4973117.38
4228938,manhattan,10002,-8236028.63,4970870.54
41903,manhattan,10019,-8236411.85,4977518.06
4348096,queens,11368,-8222965.96,4976345.32
222680,queens,11411,-8208710.42,4968476.78
4440635,bronx,10457,-8225482.89,4989541.03
4140976,manhattan,10029,-8230923.07,4982072.85
3589595,queens,11101,-8230360.47,4974019.14
151010,brooklyn,11229,-8232715.27,4955090.50
230093,queens,11414,-8221190.89,4963208.22
3462475,queens,11105,-8227569.02,4978481.56
4575607,bronx,10457,-8226785.33,4989501.60
4100693,brooklyn,11221,-8228488.52,4967292.47
3884304,queens,11367,-8218052.31,4970686.95
3186057,brooklyn,11219,-8236390.16,4958625.34
327758,brooklyn,11218,-8235229.54,4959865.32
3191168,manhattan,10016,-8234704.26,4975231.46
3627708,bronx,10467,-8224132.59,4993636.03
4505148,brooklyn,11236,-8227422.08,4958096.03
3889910,manhattan,10017,-8234642.26,4975932.09
3787653,brooklyn,11217,-8235494.97,4966036.65
4582698,bronx,10461,-8220178.96,4990288.17
4085042,brooklyn,11220,-8239346.62,4960443.66
350596,staten island,10312,-8257725.53,4947735.54
4087225,queens,11375,-8219399.28,4969928.10
4451332,brooklyn,11226,-8232060.76,4961372.42
4240181,brooklyn,11238,-8234176.28,4964912.22
4125214,brooklyn,11217,-8235734.75,4965571.01
3223258,queens,11373,-8224024.63,4973589.89
3919995,brooklyn,11209,-8241298.05,4957380.39
3362978,bronx,10469,-8219624.71,4992700.50
4145546,brooklyn,11210,-8232458.17,4958771.96
4377674,brooklyn,11216,-8232114.19,4964028.62
4193321,brooklyn,11230,-8233455.59,4954983.63
2834256,manhattan,10002,-8237314.00,4969502.29
3651184,manhattan,10002,-8235277.89,4971119.20
3858979,brooklyn,11221,-8231273.73,4966298.99
4097176,queens,11434,-8214285.26,4965899.10
4500079,brooklyn,11232,-8238572.28,4961697.88
4299685,queens,11434,-8213145.91,4963310.94
3860392,bronx,10456,-8227396.47,4987214.50
4044575,staten island,10306,-8249359.81,4951455.78
4304994,bronx,10454,-8227541.19,4983742.21
48142,manhattan,10065,-8233155.70,4977408.59
4471463,brooklyn,11212,-8227240.07,4963831.36
17074,manhattan,10036,-8236870.83,4976686.72
3499367,staten island,10314,-8255056.03,4956367.24
4609554,brooklyn,11221,-8229951.92,4967050.51
4158392,brooklyn,11207,-8226010.55,4962433.35
4459782,manhattan,10024,-8235717.60,4981135.06
3722480,brooklyn,11210,-8232257.79,4957368.95
39816,manhattan,10019,-8234951.65,4977067.58
3581406,brooklyn,11208,-8224066.24,4964451.33
3338912,brooklyn,11225,-8232468.32,4963396.41
3034040,queens,11367,-8218051.52,4970687.27
244215,queens,11101,-8230288.31,4974489.47
287013,staten island,10301,-8249134.09,4958046.11
2913310,bronx,10464,-8217478.80,4993504.91
3959308,queens,11374,-8222601.94,4972035.76
3522854,brooklyn,11212,-8227745.46,4961689.37
3908880,brooklyn,11207,-8226100.71,4962380.52
3249905,queens,11418,-8217247.42,4968651.84
4322584,brooklyn,11225,-8232634.05,4963118.68
3465485,manhattan,10048,-8238893.55,4969713.98
4022947,bronx,10468,-8226515.94,4993499.86
3844394,manhattan,10013,-8238605.23,4971748.88
3891003,brooklyn,11223,-8234358.39,4954532.30
3649268,brooklyn,11220,-8238481.67,4960022.15
118181,brooklyn,11229,-8232995.56,4953318.64
4094741,queens,11366,-8215945.04,4972173.40
4009428,brooklyn,11221,-8228373.86,4967272.80
3498037,bronx,10463,-8226950.08,4994107.14
3626984,brooklyn,11231,-8238203.37,4965536.07
4571800,staten island,10302,-8252678.24,4957936.00
3540600,manhattan,10038,-8238505.04,4969692.68
4567813,brooklyn,11226,-8233783.99,4961244.77
3624781,queens,11106,-8229467.02,4977287.06
1441,manhattan,10013,-8238279.26,4971386.26
4486568,brooklyn,11223,-8233947.07,4954223.36
3904621,queens,11385,-8224035.74,4967154.75
3270625,queens,11371,-8224334.10,4978459.50
3505317,brooklyn,11224,-8234392.90,4949793.38
3141019,manhattan,10029,-8231392.78,4981222.90
3627660,bronx,10465,-8218307.24,4991180.77
3827539,brooklyn,11210,-8232022.91,4955728.28
156839,brooklyn,11220,-8239589.44,4960101.80
4017516,manhattan,10022,-8234139.09,4976252.74
3543338,queens,11422,-8208684.78,4962643.20
4324820,queens,11420,-8217265.29,4963105.47
4113374,manhattan,10013,-8238223.41,4971221.13
3691442,manhattan,10031,-8232120.87,4987140.35
3929274,staten island,10305,-8248041.12,4951355.81
3506206,brooklyn,11230,-8234538.17,4958119.49
3540748,bronx,10465,-8217402.65,4986472.16
3984335,brooklyn,11232,-8238078.02,4961038.47
1021072,bronx,10466,-8219793.84,4997291.64
4136229,queens,11357,-8216399.22,4979669.30
4206616,brooklyn,11219,-8237172.55,4957366.02
97565,bronx,10470,-8222827.51,4997025.92
306156,brooklyn,11213,-8229946.65,4964004.23
3844853,queens,11418,-8219171.74,4967999.87
3615095,staten island,10301,-8248140.86,4959408.18
3777252,brooklyn,11239,-8225510.72,4960885.73
1028561,queens,11101,-8230166.24,4973901.01
995814,manhattan,10036,-8235717.65,4976531.27
44405,manhattan,10022,-8234688.30,4977543.50
3238102,brooklyn,11226,-8233346.08,4961171.46
3319752,brooklyn,11233,-8230673.34,4965216.23
3453553,brooklyn,11215,-8233461.16,4962778.80
3867242,brooklyn,11228,-8239054.96,4956684.02
137263,brooklyn,11203,-8229058.24,4961648.30
4439040,manhattan,10013,-8238135.46,4971303.83
4619328,queens,11378,-8229619.52,4972443.24
77313,bronx,10474,-8224969.82,4985376.16
3313379,queens,11364,-8210524.13,4975458.85
3437779,bronx,10462,-8221826.05,4987933.35
74928,bronx,10455,-8227460.05,4984249.14
71920,manhattan,10033,-8229948.35,4989965.16
3729879,manhattan,10017,-8234906.09,4976077.13
3813885,manhattan,10025,-8233618.12,4982579.86
4270566,bronx,10454,-8228042.13,4983906.93
4243472,brooklyn,11221,-8229293.36,4967436.50
27292,manhattan,10016,-8235819.65,4974646.54
3794696,manhattan,10014,-8238588.53,4973199.21
3326165,brooklyn,11212,-8228691.46,4962613.41
1035776,brooklyn,11216,-8232040.43,4965028.96
4391185,brooklyn,11251,-8234858.22,4967901.20
3869833,manhattan,10039,-8230891.90,4986695.33
4291923,queens,11357,-8217855.28,4980194.56
260844,queens,11362,-8208425.15,4978240.69
4003150,manhattan,10017,-8234392.90,4975793.08
3667961,queens,11375,-8220197.44,4969831.17
3614485,manhattan,10028,-8232521.07,4979772.20
1007137,queens,11434,-8213149.44,4964692.71
4024732,brooklyn,11201,-8237569.29,4966970.35
4482642,queens,11101,-8229765.91,4973745.28
3373021,queens,11385,-8226620.00,4968551.49
3984957,manhattan,10022,-8234207.00,4977142.59
3815937,manhattan,10017,-8235133.18,4976203.95
3470862,brooklyn,11222,-8231046.64,4971151.66
150307,brooklyn,11226,-8232978.59,4960342.09
3727546,manhattan,10019,-8236740.63,4978422.47
297176,staten island,10308,-8254594.34,4948740.20
80987,bronx,10472,-8223183.55,4986882.52
4217372,brooklyn,11215,-8236002.58,4963099.02
188913,brooklyn,11201,-8236380.89,4968295.29
3621570,queens,11374,-8222403.35,4971675.00
4604613,queens,11355,-8218641.19,4974894.53
4452301,brooklyn,11238,-8234076.76,4965802.21
4199065,brooklyn,11219,-8236584.78,4959850.35
3352464,manhattan,10013,-8238343.52,4971503.57
3187874,queens,11375,-8220900.44,4973030.16
41817,manhattan,10019,-8235729.52,4977500.59
3567282,manhattan,10002,-8237156.52,4970677.11
4413224,queens,11385,-8224653.12,4968960.63
4594766,queens,11421,-8222782.28,4966516.70
260460,queens,11362,-8207654.04,4976762.29
4308046,queens,11421,-8222208.98,4966531.97
3332124,queens,11105,-8226607.69,4979839.79
3779132,queens,11368,-8220502.46,4974279.63
3580845,manhattan,10019,-8236053.23,4978169.66
3495067,brooklyn,11215,-8237192.59,4963239.02
98242,bronx,10466,-8221907.66,4997391.49
264109,queens,11374,-8222150.10,4972731.84
2814007,bronx,10456,-8227271.62,4987502.73
3587813,queens,11432,-8214137.21,4970943.24
4071645,manhattan,10011,-8238589.65,4974656.94
4545396,queens,11365,-8216320.18,4973886.76
3822100,bronx,10465,-8218217.07,4991090.99
53370,manhattan,10023,-8235845.05,4978546.31
4439749,brooklyn,11207,-8226230.29,4964985.61
4473524,manhattan,10002,-8236809.65,4970401.44
3772824,brooklyn,11212,-8228637.24,4962941.11
3392053,queens,11361,-8212166.72,4976986.54
3691612,queens,11434,-8212554.25,4967128.47
4312332,queens,11434,-8211349.77,4964340.81
3147091,bronx,10468,-8226042.22,4992334.15
3080149,queens,11364,-8212440.39,4974611.07
4277995,brooklyn,11225,-8232441.47,4963788.80
4266471,brooklyn,11220,-8239111.74,4958909.56
4262126,brooklyn,11203,-8230023.61,4961302.73
3596958,brooklyn,11230,-8234196.98,4954876.30
3647516,queens,11378,-8226965.67,4972038.25
3222987,brooklyn,11214,-8236885.46,4953891.17
4069425,bronx,10454,-8229002.81,4983576.76
3575855,queens,11367,-8218052.31,4970686.95
4123877,manhattan,10012,-8237396.86,4971751.23
4086901,brooklyn,11206,-8230603.59,4967873.31
4581997,manhattan,10023,-8234701.26,4979868.64
3616762,queens,11436,-8214672.10,4963616.20
4423655,queens,11420,-8215817.02,4964461.16
4542384,queens,11385,-8222321.42,4967597.27
3634055,queens,11435,-8215762.47,4965783.28
4037300,queens,11365,-8214066.63,4972797.71
2819047,brooklyn,11201,-8236220.45,4967281.71
3622844,manhattan,10037,-8230986.53,4984432.86
4350382,brooklyn,11226,-8232826.64,4959428.43
3438527,brooklyn,11207,-8225538.55,4964731.68
4302281,queens,11377,-8228814.68,4973332.45
4238105,brooklyn,11209,-8240623.45,4956576.37
4393532,bronx,10451,-8228744.55,4986220.61
363187,brooklyn,11204,-8235424.90,4956251.94
4378860,queens,11426,-8207230.95,4974190.45
4474788,bronx,10473,-8222536.26,4985377.15
3488035,manhattan,10001,-8236573.09,4975731.50
4394129,brooklyn,11234,-8229674.07,4958421.08
64485,manhattan,10026,-8232358.04,4983359.33
3744906,brooklyn,11210,-8231868.73,4955595.86
4256742,queens,11435,-8218015.02,4970229.46
4256910,brooklyn,11233,-8228361.17,4964530.59
3570315,brooklyn,11208,-8222965.96,4964732.26
4166771,bronx,10460,-8224631.30,4989987.22
4506908,queens,11105,-8226608.33,4979839.53
3877139,queens,11434,-8213694.16,4963257.51
4368990,queens,11357,-8218104.63,4980469.04
113430,bronx,10467,-8224669.41,4994772.95
1011316,brooklyn,11237,-8227913.79,4967537.27
4266507,bronx,10469,-8221180.39,4994259.66
52360,manhattan,10024,-8234651.58,4980705.89
4179374,queens,11433,-8214395.47,4968528.63
3490800,queens,11375,-8221240.50,4973635.09
282325,queens,11369,-8223786.75,4977900.77
4271604,brooklyn,11234,-8229566.09,4958690.25
3696514,brooklyn,11220,-8239197.45,4959114.93
4552938,queens,11373,-8224800.06,4973795.23
3544788,queens,11434,-8214187.30,4965722.50
4149875,manhattan,10039,-8231072.24,4986435.39
38669,manhattan,10036,-8235983.98,4976918.55
3448191,manhattan,10019,-8235622.98,4977929.63
3614526,manhattan,10040,-8229717.48,4992373.00
174565,brooklyn,11213,-8231487.56,4964114.91
3555242,brooklyn,11208,-8223478.03,4966144.99
4006231,queens,11418,-8217180.68,4968361.82
3420549,brooklyn,11221,-8227998.71,4967600.21
348878,queens,11433,-8214582.43,4968841.53
4220557,brooklyn,11213,-8230900.81,4963677.84
4568939,brooklyn,11229,-8230006.91,4953296.15
43365,manhattan,10036,-8236032.24,4976708.00
3228293,bronx,10458,-8225002.18,4990836.51
3395666,queens,11377,-8227346.20,4975501.92
4127177,brooklyn,11226,-8231688.95,4959400.85
3513489,brooklyn,11219,-8238833.88,4957867.06
3718256,manhattan,10035,-8228956.50,4982205.48
4402774,bronx,10461,-8220324.35,4989150.35
199582,brooklyn,11222,-8231150.87,4971992.88
4558389,brooklyn,11238,-8233291.95,4965802.80
4034595,brooklyn,11236,-8224941.88,4958003.62
4422633,queens,11432,-8214107.15,4969517.93
1032837,manhattan,10035,-8230730.73,4983430.15
3577255,bronx,10459,-8226012.77,4987316.01
257267,queens,11373,-8224818.28,4974272.06
3246924,manhattan,10036,-8237399.61,4977226.48
4417902,brooklyn,11213,-8230556.83,4964184.64
60061,manhattan,10035,-8230855.64,4983630.04
4212863,queens,11434,-8213448.14,4963358.78
97680,bronx,10466,-8219962.79,4995601.25
285841,staten island,10305,-8245184.07,4955906.31
289000,staten island,10301,-8246097.85,4958207.86
3358817,brooklyn,11236,-8227174.90,4960991.58
4377849,brooklyn,11230,-8234714.62,4957013.28
3928085,bronx,10461,-8220565.91,4990024.89
3330257,queens,11434,-8212817.78,4966177.80
3779586,brooklyn,11237,-8228549.74,4968374.59
3490041,bronx,10458,-8226042.83,4991676.04
66498,manhattan,10030,-8231016.23,4985786.72
3345206,bronx,10454,-8229309.33,4984364.74
73661,bronx,10454,-8227952.32,4984984.76
3463831,queens,11419,-8218566.17,4966085.68
120607,brooklyn,11235,-8230048.44,4951780.87
4381647,queens,11103,-8228006.50,4978460.54
4267232,queens,11373,-8223008.26,4975182.23
4478851,queens,11101,-8229755.33,4975834.66
4461421,manhattan,10030,-8231692.96,4985313.02
3731044,manhattan,10022,-8233965.44,4977155.38
4042596,brooklyn,11235,-8229325.64,4951215.09
3361675,manhattan,10014,-8238544.54,4973884.48
3140672,brooklyn,11209,-8240837.18,4955811.31
4091217,bronx,10453,-8226804.25,4991224.04
3778116,bronx,10472,-8220611.55,4987004.71
144424,brooklyn,11209,-8241133.45,4956852.58
3714436,brooklyn,11206,-8230808.42,4968789.12
145411,brooklyn,11236,-8224605.60,4958423.01
154200,brooklyn,11225,-8231582.81,4962596.31
3357585,brooklyn,11206,-8232290.22,4968410.38
4587847,brooklyn,11218,-8235552.85,4961708.00
4029788,bronx,10465,-8218307.24,4991180.77
271605,queens,11412,-8210577.26,4967189.30
4040759,brooklyn,11217,-8235638.57,4965757.73
4574697,manhattan,10037,-8230475.57,4985166.22
4486920,brooklyn,11207,-8227078.10,4966909.42
3130883,queens,11102,-8228712.02,4977910.17
3723616,queens,11355,-8217209.63,4976152.08
3953062,bronx,10475,-8218989.18,4993187.62
4308211,brooklyn,11210,-8231426.24,4957846.38
2839309,manhattan,10002,-8234488.07,4972434.97
1011217,brooklyn,11204,-8235215.40,4957021.56
3876358,queens,11434,-8213632.93,4965710.47
108696,bronx,10463,-8226626.48,4995301.12
4122153,bronx,10461,-8220547.65,4989121.06
4622485,manhattan,10036,-8237034.51,4977141.85
4168816,bronx,10467,-8223834.25,4994637.75
4307722,bronx,10469,-8221880.59,4993763.23
4466782,bronx,10463,-8227922.26,4995590.27
3606578,brooklyn,11217,-8235529.47,4965111.85
3902024,brooklyn,11213,-8230826.67,4964708.63
173563,brooklyn,11238,-8233162.76,4964632.70
4593195,queens,11691,-8212348.30,4952936.08
321711,brooklyn,11216,-8232190.98,4966381.26
4054118,queens,11434,-8213095.26,4965015.56
1024589,queens,11414,-8220535.93,4963722.71
3499274,queens,11434,-8211820.20,4962418.67
4360764,manhattan,10024,-8233986.03,4984452.57
316264,queens,11433,-8213590.74,4968677.09
3172556,brooklyn,11228,-8238501.95,4955444.69
3199818,manhattan,10030,-8231003.51,4986147.26
14516,manhattan,10003,-8236271.03,4972980.37
4147063,manhattan,10035,-8230203.95,4983819.13
3986792,queens,11434,-8212540.44,4963836.35
4403955,queens,11413,-8209963.84,4966303.54
4129401,brooklyn,11249,-8233392.14,4968150.08
4040202,queens,11429,-8208295.61,4970845.57
3676314,bronx,10454,-8227725.98,4983632.94
90724,bronx,10461,-8220525.14,4989430.87
3763916,manhattan,10065,-8233309.21,4977131.86
4318891,brooklyn,11216,-8232133.12,4963766.93
3732063,brooklyn,11214,-8238076.46,4954407.52
2816390,queens,11422,-8208573.72,4962459.25
4272797,bronx,10451,-8228125.62,4986260.33
1005006,brooklyn,11203,-8229838.42,4961833.82
4584658,queens,11361,-8210860.52,4977275.89
3873679,queens,11354,-8218097.96,4977151.99
3572134,staten island,10314,-8255180.70,4955936.08
3537139,brooklyn,11208,-8223642.78,4963914.14
4573682,brooklyn,11211,-8231937.19,4970050.72
3538477,brooklyn,11208,-8224036.85,4963186.92
4150239,manhattan,10018,-8236963.27,4976607.64
4125946,brooklyn,11236,-8226544.88,4961918.28
4400895,brooklyn,11212,-8228407.92,4961538.97
3495359,manhattan,10019,-8235737.64,4977992.39
178017,brooklyn,11215,-8236754.67,4963825.55
4050284,brooklyn,11201,-8237421.91,4966908.25
3822032,queens,11420,-8216639.67,4962800.22
3273636,brooklyn,11219,-8238833.43,4957867.23
197223,brooklyn,11211,-8232783.57,4968560.56
3313143,brooklyn,11218,-8235763.06,4959758.32
3540467,staten island,10314,-8256098.42,4952157.05
4289411,brooklyn,11203,-8229136.40,4960928.87
3219844,brooklyn,11223,-8233510.55,4954548.74
3248036,manhattan,10013,-8239027.38,4970990.68
4451895,manhattan,10030,-8230989.87,4986139.26
310570,manhattan,10075,-8233173.45,4979011.02
3854147,bronx,10459,-8225610.91,4986827.29
4573278,manhattan,10027,-8231685.61,4984579.06
4081965,queens,11378,-8225595.32,4971159.88
4129115,queens,11427,-8208554.54,4973052.30
4227206,brooklyn,11209,-8241276.45,4955573.27
3944573,staten island,10310,-8251572.84,4957493.62
4584915,queens,11105,-8228207.44,4979362.06
364841,queens,11368,-8222689.14,4976657.49
4327361,staten island,10301,-8247249.19,4960355.04
3886954,queens,11411,-8207222.04,4967123.33
274665,queens,11106,-8229721.79,4977067.94
3220916,manhattan,10013,-8237672.84,4970779.54
4460609,brooklyn,11214,-8236865.31,4952060.30
3553181,manhattan,10013,-8238186.67,4971279.88
322043,brooklyn,11223,-8235839.11,4951913.24
3538431,queens,11418,-8219272.82,4969233.92
3348702,queens,11103,-8228001.56,4977467.36
3673825,queens,11377,-8226352.30,4975495.22
50625,manhattan,10128,-8231747.71,4979955.23
4502258,bronx,10474,-8225341.07,4985765.48
4352641,brooklyn,11221,-8228181.28,4966386.05
4286154,bronx,10466,-8221631.24,4996954.27
355886,brooklyn,11215,-8235368.93,4962445.68
53780,manhattan,10023,-8235969.82,4979816.86
4508980,brooklyn,11232,-8238433.80,4961584.31
3554005,queens,11691,-8213019.56,4952550.23
4176990,queens,11104,-8228347.59,4974755.53
3806421,brooklyn,11207,-8224924.07,4964911.93
3547956,brooklyn,11209,-8239982.25,4958427.97
3269143,brooklyn,11213,-8229946.65,4964004.23
4168708,brooklyn,11233,-8227473.28,4965008.80
246920,queens,11360,-8212492.92,4980459.93
4270027,brooklyn,11221,-8229180.92,4966617.12
200202,brooklyn,11222,-8232549.00,4972627.13
249052,queens,11358,-8214947.18,4976379.09
3417507,brooklyn,11210,-8231918.94,4955988.43
4179199,brooklyn,11205,-8233896.42,4966830.88
3797907,brooklyn,11235,-8230641.44,4950714.98
3976849,manhattan,10029,-8231022.15,4982483.40
3662850,manhattan,10007,-8237479.79,4970166.16
126508,brooklyn,11234,-8228715.69,4958486.05
3957867,bronx,10467,-8223235.35,4994138.06
3771888,brooklyn,11234,-8229016.17,4954957.97
4009387,bronx,10462,-8223436.84,4988995.40
4215167,brooklyn,11207,-8227574.58,4966943.93
4507188,queens,11420,-8216115.36,4965909.23
4182420,brooklyn,11228,-8239193.00,4955581.63
4357147,bronx,10468,-8226857.69,4991662.06
4095126,queens,11373,-8224419.79,4974746.57
4093254,staten island,10306,-8251905.69,4947148.95
3482880,manhattan,10035,-8230674.83,4983962.23
3474870,bronx,10460,-8223915.07,4988511.01
4117640,brooklyn,11235,-8233262.45,4952240.32
4478792,brooklyn,11237,-8229497.52,4969138.17
186569,brooklyn,11221,-8227985.45,4966915.94
4453779,manhattan,10027,-8231890.44,4984205.48
4378222,queens,11412,-8210370.16,4967643.67
3678406,brooklyn,11205,-8232647.41,4966642.23
3303666,manhattan,10023,-8235649.93,4979518.62
3900543,queens,11420,-8216689.21,4963284.96
4090312,brooklyn,11217,-8234936.14,4965764.19
3314326,brooklyn,11221,-8229816.81,4967290.75
1016568,brooklyn,11237,-8228828.35,4967886.33
3723965,bronx,10453,-8226913.35,4991274.67
52497,manhattan,10069,-8236305.84,4979878.65
3737252,manhattan,10018,-8236700.56,4976245.54
3884185,brooklyn,11219,-8235951.38,4958676.76
4490895,manhattan,10011,-8238117.10,4975200.60
66948,manhattan,10027,-8231417.74,4984311.82
3536820,brooklyn,11208,-8222898.05,4963607.40
3831872,manhattan,10024,-8234555.43,4980278.65
1028303,brooklyn,11235,-8231963.50,4952363.61
3172690,queens,11694,-8219227.43,4950669.64
2851560,manhattan,10023,-8235873.18,4980753.01
4471230,bronx,10474,-8224940.21,4984682.60
121971,brooklyn,11223,-8235019.60,4954435.76
4024626,manhattan,10009,-8236020.95,4971634.31
3951871,manhattan,10019,-8236264.74,4978536.24
3227381,manhattan,10022,-8234746.05,4976591.53
4112664,queens,11385,-8226129.21,4969038.46
2983054,brooklyn,11201,-8237078.98,4968315.24
2913705,bronx,10464,-8217457.62,4993714.19
999473,brooklyn,11213,-8229885.37,4964875.99
4087640,staten island,10312,-8256537.69,4947693.43
3992914,queens,11413,-8210426.48,4963259.13
3362012,brooklyn,11206,-8231591.30,4967022.41
4265121,queens,11368,-8222170.02,4976686.12
4466680,manhattan,10002,-8236580.84,4969650.39
3828176,queens,11418,-8217180.68,4968361.82
4194166,brooklyn,11207,-8226557.12,4962879.03
3224928,brooklyn,11230,-8233824.96,4955312.37
322872,bronx,10467,-8222877.00,4992512.88
92243,bronx,10468,-8226921.27,4991523.53
3255337,manhattan,10022,-8233985.84,4976530.37
4104179,queens,11693,-8215987.34,4951788.23
2143721,brooklyn,11221,-8229541.34,4967391.27
305094,bronx,10457,-8226326.86,4989115.85
4140802,queens,11385,-8226513.71,4969572.26
4441270,bronx,10460,-8225155.05,4988091.96
9431,manhattan,10014,-8238049.18,4972501.46
3564125,queens,11103,-8227947.50,4977755.76
3547967,queens,11430,-8213801.58,4962833.10
4589306,brooklyn,11205,-8233848.55,4967563.06
4329101,brooklyn,11220,-8239915.91,4960226.96
141743,brooklyn,11228,-8238714.18,4956692.11
3882573,brooklyn,11236,-8226726.33,4959385.89
4195465,brooklyn,11207,-8225013.12,4961306.10
3424539,queens,11420,-8215873.79,4963268.67
91950,bronx,10464,-8214417.01,4991205.98
4280304,staten island,10310,-8249862.97,4957913.11
93442,bronx,10453,-8227536.42,4990507.04
3628189,manhattan,10009,-8235712.71,4972195.43
3956060,queens,11004,-8205002.89,4975407.49
99405,bronx,10466,-8221813.14,4997575.67
4597397,brooklyn,11220,-8239650.52,4960017.60
3536189,brooklyn,11220,-8239116.75,4960127.34
3785940,manhattan,10003,-8236593.69,4972223.34
3466389,staten island,10307,-8264580.52,4940452.56
3873583,manhattan,10021,-8233585.17,4979118.04
4453944,brooklyn,11203,-8229595.03,4960330.98
4215351,manhattan,10026,-8232353.53,4982958.37
182829,brooklyn,11221,-8228843.60,4966558.12
4592483,queens,11434,-8211928.07,4962835.44
3557179,bronx,10451,-8229947.92,4985415.98
3531466,brooklyn,11208,-8224198.26,4963475.31
3561683,queens,11429,-8207392.36,4969840.57
162487,brooklyn,11236,-8227241.93,4961348.89
4112489,manhattan,10002,-8236117.24,4971458.05
4603359,manhattan,10018,-8236432.94,4976309.90
3948293,queens,11378,-8226740.80,4971461.43
4394839,bronx,10457,-8226613.90,4990663.15
4225444,queens,11434,-8213855.57,4963284.96
3954688,brooklyn,11220,-8239501.35,4958728.69
3394569,manhattan,10012,-8236978.89,4971176.20
3321772,queens,11423,-8212540.00,4969946.13
4000072,brooklyn,11229,-8230245.81,4953913.69
3303265,brooklyn,11223,-8233376.39,4954204.18
4114326,manhattan,10027,-8231680.05,4983837.81
198052,brooklyn,11249,-8233351.32,4968435.88
4009786,queens,11103,-8228322.65,4977344.23
4185717,staten island,10303,-8254176.60,4958998.02
214106,queens,11385,-8221533.56,4968573.00
3371427,queens,11426,-8207266.29,4974170.94
3956728,bronx,10461,-8220270.91,4991131.47
3312653,queens,11416,-8220010.84,4966064.99
4087205,brooklyn,11209,-8240273.91,4956237.89
3866046,queens,11101,-8230844.04,4975296.40
3613398,bronx,10458,-8225587.53,4992488.55
79222,bronx,10460,-8225154.58,4988091.84
3966544,queens,11375,-8220634.93,4972346.29
4534850,bronx,10458,-8225274.72,4992412.74
3739051,queens,11371,-8223966.05,4978677.64
281019,queens,11368,-8223248.14,4976060.16
4581996,queens,11369,-8223618.29,4977414.48
3525181,brooklyn,11208,-8224271.73,4963796.72
3511876,bronx,10469,-8221350.15,4993671.37
3631326,queens,11361,-8213297.86,4977039.71
80311,bronx,10456,-8227205.07,4986537.18
4188257,brooklyn,11220,-8239085.02,4960769.38
3482759,manhattan,10004,-8238923.61,4968626.13
4587626,manhattan,10024,-8234755.80,4980518.59
3337094,queens,11375,-8221335.28,4971916.45
3503184,brooklyn,11207,-8225656.55,4961806.47
3724793,queens,11001,-8205517.74,4973357.43
3169856,brooklyn,11203,-8229481.22,4960062.73
4132074,manhattan,10039,-8230660.36,4987174.63
159102,brooklyn,11220,-8238791.18,4960134.94
4421843,brooklyn,11203,-8230714.91,4959277.33
4254390,bronx,10461,-8220286.05,4989102.08
3467873,queens,11358,-8214895.29,4978922.09
3935452,bronx,10457,-8226882.18,4988639.31
3963048,manhattan,10002,-8235982.55,4971264.17
4489383,queens,11372,-8223462.44,4975997.78
4574099,queens,11385,-8223002.02,4968868.12
4562553,queens,11385,-8225821.30,4967071.36
4542930,bronx,10451,-8229644.01,4986425.09
4514397,manhattan,10013,-8238990.95,4971224.51
4225901,queens,11378,-8226262.13,4971806.61
176623,brooklyn,11215,-8234631.71,4964299.69
4015051,queens,11367,-8217917.62,4974283.01
3438841,brooklyn,11222,-8230471.67,4971812.78
3354975,brooklyn,11207,-8227225.33,4966008.51
4124282,brooklyn,11207,-8226321.13,4962692.07
4028073,brooklyn,11238,-8232666.34,4965138.27
344905,bronx,10467,-8223073.45,4994754.80
3503799,manhattan,10012,-8237249.36,4972130.80
71974,manhattan,10034,-8228822.71,4991998.52
201343,queens,11692,-8215062.28,4952462.15
3476785,queens,11357,-8215338.35,4982001.53
158239,brooklyn,11215,-8236715.44,4962764.91
3134672,manhattan,10035,-8230649.09,4984003.69
1037652,brooklyn,11213,-8230556.09,4964183.96
3632664,bronx,10457,-8225456.17,4989419.78
2841228,manhattan,10019,-8235736.25,4977992.76
3572309,queens,11367,-8218364.01,4970572.39
3137928,brooklyn,11207,-8225259.56,4961100.89
3401283,queens,11373,-8225249.85,4975115.10
3275795,staten island,10305,-8245814.62,4952338.49
4521173,queens,11412,-8212048.85,4968635.67
4221357,queens,11106,-8230606.93,4976988.86
1017864,bronx,10455,-8226248.27,4985082.63
3572420,brooklyn,11230,-8232688.60,4956591.62
3873729,bronx,10452,-8229277.77,4988990.40
3579739,brooklyn,11213,-8230265.18,4963895.65
4343833,bronx,10469,-8221563.33,4993452.02
3725050,bronx,10468,-8225884.75,4992606.46
1774,manhattan,10013,-8238776.01,4971145.93
3280076,queens,11101,-8231942.73,4975683.16
4227725,queens,11354,-8219331.38,4978557.11
3390148,brooklyn,11226,-8232372.79,4961218.11
4462202,bronx,10462,-8222910.30,4991117.93
4011322,manhattan,10013,-8237518.75,4971029.46
3308640,bronx,10466,-8221813.14,4997575.67
4287771,queens,11368,-8221910.65,4976494.92
3230516,queens,11422,-8208708.43,4962223.62
3840089,manhattan,10032,-8230886.34,4988270.73
2985445,brooklyn,11201,-8235516.47,4967686.66
3412185,bronx,10451,-8229172.02,4986308.87
