cid,zipcode,x,y
4196339,11223,-8233947.07,4954223.36
36088,10016,-8234852.20,4974960.08
3578482,11212,-8226946.74,4962804.63
4034874,10035,-8230137.16,4982619.12
4209120,11206,-8230447.74,4969019.37
3514057,11203,-8229917.86,4961411.31
256622,11373,-8222779.06,4973804.21
4070507,11101,-8231918.27,4975517.85
3859695,10035,-8230948.68,4983308.08
2934453,,-8225015.58,4998568.55
3555701,,-8241725.52,4959148.53
12553,10002,-8236766.92,4970309.47
3874121,11354,-8218470.88,4977595.26
4564483,,-8257192.25,4947003.31
12874,10002,-8235965.35,4970754.80
147312,11236,-8225795.85,4960177.72
3693413,10025,-8234186.96,4982296.65
152587,11225,-8231262.28,4962513.94
4286193,10453,-8227031.34,4990403.69
4334314,,-8222025.31,4986750.94
3586334,,-8237829.34,4965753.04
4459076,10473,-8221285.59,4986111.17
4482717,,-8210256.61,4972179.86
3496803,11104,-8228902.18,4974578.33
4022037,11208,-8223405.67,4964382.78
4227200,,-8234927.24,4970635.54
4235535,11355,-8218985.17,4975876.69
3711501,11436,-8214975.44,4965785.63
3922950,11237,-8228417.27,4967914.42
4387649,,-8220318.33,4974133.15
3659816,11209,-8241517.35,4958787.07
3637459,10033,-8230006.25,4989863.16
4339978,10468,-8226835.42,4991994.71
4564469,10467,-8222350.36,4992267.90
4110338,10459,-8225094.39,4986189.13
3835318,11205,-8232292.30,4967042.29
4178148,11370,-8224681.39,4977183.74
3222756,10011,-8237346.28,4973577.65
3689254,,-8232486.00,4981107.12
3362813,10002,-8236569.69,4971012.10
32827,10016,-8235230.96,4975286.85
4198591,10002,-8236420.03,4970951.61
10876,10014,-8238750.18,4973621.55
3999149,11422,-8207406.83,4961940.29
4034698,,-8217290.89,4976509.18
3958843,10003,-8236220.77,4973674.76
3188931,11419,-8218912.32,4965187.78
4009575,10013,-8238005.78,4971184.12
3444652,,-8234283.81,4978276.66
4220847,,-8231213.62,4980581.51
99452,10469,-8218895.77,4992102.81
3774064,11101,-8231806.95,4976074.19
4467706,10472,-8224000.40,4986689.62
4530993,,-8221863.89,4966387.51
4107557,11234,-8229873.33,4955946.34
3403167,11422,-8207568.56,4963136.12
3473342,10013,-8238235.65,4970875.39
3382526,11102,-8230325.76,4979209.82
3569257,11207,-8225874.74,4964293.25
3134949,11693,-8217274.29,4951570.17
3818099,11435,-8215642.92,4967879.47
73965,10454,-8228657.86,4983512.42
3645892,11207,-8226202.01,4964845.87
302599,10312,-8259649.61,4947493.69
3950940,,-8254945.82,4954756.06
997895,10467,-8222673.48,4991907.36
3881704,10034,-8228947.15,4992464.26
4221790,11429,-8209396.11,4968958.87
3465390,11361,-8213163.83,4976657.02
3799304,10460,-8223338.43,4988365.04
3952765,10469,-8219659.77,4993372.52
3107657,,-8224156.43,4978581.13
3847316,,-8237917.28,4953012.61
3751177,11212,-8227508.91,4963824.02
3940526,10453,-8227390.46,4991448.05
157575,11220,-8238509.07,4958974.49
3090551,,-8220316.91,4974133.77
3147354,11106,-8229585.11,4977630.17
4457168,11222,-8231542.01,4971568.51
3432016,,-8233200.67,4951098.56
22113,10016,-8236049.85,4974655.85
3447629,10014,-8238235.09,4972392.71
3805210,11215,-8236509.09,4963048.68
3879918,10016,-8234814.14,4974403.49
3460852,11367,-8217285.32,4970787.41
4112424,,-8206983.82,4975989.25
4543294,10472,-8223530.35,4987596.14
4375806,,-8227039.69,4988904.17
3525540,,-8239086.13,4969332.89
203204,11691,-8211102.52,4953505.23
3412527,,-8223404.56,4964375.00
4252014,,-8230931.98,4977465.34
3568405,,-8224035.74,4967154.75
3125314,,-8262533.06,4943433.49
3442733,11101,-8232036.27,4975322.27
1022118,10035,-8230497.51,4983430.39
3357546,11216,-8231679.77,4965468.31
4296817,10033,-8230459.99,4990115.84
101065,10460,-8225152.31,4988926.61
269392,11412,-8210233.27,4967893.98
4487500,,-8228638.80,4972889.23
4031452,,-8224859.50,4966936.88
4506935,,-8231890.44,4984205.48
4457563,11378,-8225086.59,4972393.74
3523193,,-8237084.61,4968300.15
175330,11216,-8232040.43,4965028.96
4351177,11422,-8207650.18,4965136.80
158758,11220,-8239200.81,4960594.78
3254156,10075,-8232638.93,4978965.99
3669161,,-8219550.68,4974620.50
3917869,11226,-8231908.70,4959503.25
3729556,11101,-8231811.40,4975147.85
179181,11217,-8235236.48,4965905.00
4151729,,-8221892.84,4972639.94
3299952,10001,-8236386.01,4975317.73
3210025,11219,-8237719.73,4958615.37
3877337,11373,-8223641.67,4974647.98
3467518,,-8230402.10,4973741.61
4089247,10305,-8245292.86,4953238.09
4064202,10310,-8251336.84,4957143.08
3719046,11385,-8227133.09,4969930.59
3555910,,-8249861.86,4949190.31
4276722,11212,-8227687.68,4963086.39
3865662,10457,-8226975.69,4988677.57
2984247,,-8237568.12,4966970.75
3089940,,-8220495.24,4974021.84
3818217,11218,-8236346.56,4960054.87
4052304,11226,-8231729.47,4961262.96
4534662,10009,-8235290.14,4971728.76
3312669,11423,-8211845.06,4969590.80
3673195,11204,-8235055.25,4956894.19
4335134,,-8226370.11,4995290.30
3854679,11434,-8212150.16,4963921.48
3756152,10016,-8235525.02,4974757.59
3066244,,-8220831.34,4973834.36
3727734,,-8255594.81,4951771.82
3667853,10465,-8217803.52,4988903.87
3817279,11226,-8233344.27,4959462.46
333362,10033,-8230562.20,4990174.44
3158092,,-8229164.28,4973128.25
4059542,11369,-8223554.84,4976813.97
4343864,10473,-8221275.46,4983931.34
4372245,10463,-8227049.16,4994893.35
3322705,11362,-8208630.39,4976382.85
352640,11358,-8214178.14,4976376.46
205767,11421,-8222321.21,4967597.36
3529854,11238,-8233753.93,4965194.78
305349,10458,-8226018.26,4991160.95
210097,11423,-8211439.58,4969265.64
3123136,,-8246540.07,4954447.45
4396421,11201,-8236056.02,4966669.39
3718051,11209,-8240610.10,4955940.48
4362884,11217,-8234643.37,4964961.83
4043622,10065,-8233571.36,4977278.68
4524530,,-8228032.11,4972662.86
4355898,,-8211526.77,4967027.02
156183,11220,-8240046.72,4960060.62
3170607,10019,-8234638.45,4977634.66
4379246,10475,-8219453.83,4994286.16
4430465,11209,-8240270.57,4958296.25
2944272,,-8230726.61,4951444.07
3801059,11220,-8238286.86,4960268.33
4132312,,-8224035.74,4967154.75
4553008,11372,-8224371.92,4975860.38
4574073,11373,-8223183.03,4973683.87
4214388,11238,-8232870.05,4964225.29
3794396,10019,-8234871.58,4977647.58
280633,11368,-8223001.82,4976614.40
4377042,10457,-8227176.06,4988549.56
3315089,11225,-8232850.77,4962493.50
3390675,10461,-8218705.43,4990845.27
4270331,,-8231200.26,4982583.83
3773050,,-8231550.25,4979100.40
299038,10312,-8256328.92,4946468.29
51173,10065,-8233464.44,4978061.84
4045139,10065,-8233106.05,4977500.17
2958229,,-8240725.87,4954196.99
4056377,11377,-8227279.59,4976018.94
3204763,11237,-8229063.21,4969710.75
242863,11377,-8228454.64,4973403.95
3707355,10024,-8234495.32,4980242.64
3644557,11412,-8213190.99,4968986.92
4365049,11213,-8230288.55,4963549.72
3517267,,-8235412.03,4974538.08
3656096,11208,-8231972.82,4964981.21
140676,11226,-8232368.32,4959826.73
3533446,11203,-8229848.84,4961934.42
4013363,10002,-8236420.03,4970951.61
4114826,10467,-8222413.81,4993386.51
4234682,,-8219290.19,4975594.70
3736774,11432,-8215160.23,4969166.95
4157913,,-8238171.09,4959909.04
79555,10456,-8227011.89,4987391.00
261377,11361,-8213820.34,4977776.56
3221452,11436,-8215363.14,4965932.54
99393,10466,-8222107.90,4995806.59
3958830,11238,-8232854.47,4966390.45
3902475,10456,-8228042.68,4988584.87
3996205,,-8228834.28,4976517.41
3485355,,-8226041.71,4984660.69
3753590,,-8224132.59,4993636.03
135423,11203,-8229335.89,4959735.63
3313372,11368,-8221041.12,4974387.33
3679414,10458,-8224888.44,4990903.49
11337,10003,-8236898.83,4973083.27
4174879,11222,-8232108.63,4972683.57
3759123,,-8232408.08,4981184.31
3495214,,-8219282.40,4977556.17
4131605,11432,-8214655.96,4970131.79
4414778,10033,-8230109.89,4989675.68
3797852,,-8218595.11,4967583.76
4303260,11418,-8220348.84,4967484.22
3258135,11216,-8232431.12,4963919.67
3622441,10454,-8228651.60,4983997.52
3509152,,-8230960.92,4957265.69
4176659,11102,-8228642.14,4979200.80
3962124,10467,-8223911.73,4993575.68
55819,10029,-8231351.08,4982308.91
3144400,10019,-8236157.41,4977978.31
3892534,,-8255820.79,4953765.90
3585086,,-8205306.23,4974532.49
3366429,10001,-8236968.54,4975760.23
3807379,,-8224639.53,4958291.26
344601,11364,-8210891.50,4974121.10
4282924,10001,-8237276.08,4975202.22
4468256,11226,-8232268.10,4960938.52
3701729,,-8215379.53,4973849.30
4375981,,-8228440.65,4983134.11
4163960,11693,-8216921.31,4951625.52
3414819,11223,-8233474.52,4954979.97
3716008,11218,-8234397.36,4960321.59
4586576,,-8238343.63,4964904.15
4485914,10028,-8232583.96,4979553.16
4393518,11211,-8231098.96,4970351.50
3270349,11233,-8228343.16,4964763.44
3632139,10036,-8235423.72,4976365.45
3847338,11204,-8236314.83,4956136.99
56077,10029,-8231234.20,4981508.12
339109,11375,-8221069.84,4972852.23
440738,10022,-8233935.58,4976621.10
4436155,11212,-8228672.19,4963168.58
3253438,10454,-8228657.86,4983512.42
200665,11211,-8232006.52,4970257.48
4602745,11418,-8217755.09,4968739.63
3188910,11434,-8212495.50,4963355.17
3213867,11364,-8210912.42,4974113.50
4321786,11203,-8230899.70,4961556.87
3783092,,-8234015.53,4967603.88
256351,11373,-8224024.63,4973589.89
3365176,10034,-8228619.14,4992370.42
4039142,11367,-8217567.41,4971507.99
4219611,10301,-8246740.02,4959484.91
165519,11207,-8225532.58,4964166.92
3877267,,-8217226.88,4994946.06
3978035,11412,-8211667.03,4968682.37
3887702,11211,-8231132.35,4969937.05
3503031,,-8222299.71,4996253.90
4359304,11434,-8211756.08,4961887.46
4203742,,-8230701.55,4981255.03
3994853,11210,-8231747.28,4958246.08
4216060,,-8224449.29,4960500.88
3317997,10019,-8235831.26,4977073.01
4190356,,-8231169.09,4985510.71
3679024,11372,-8225363.11,4976012.76
3320709,10004,-8239428.63,4969175.87
4570614,11233,-8227497.77,4965547.82
3294686,11206,-8231685.65,4967670.89
4417561,11422,-8207181.30,4961557.89
3547340,11373,-8223164.11,4973498.46
3690346,10463,-8227079.21,4994853.89
3877715,,-8232005.10,4967622.23
28014,10036,-8236822.21,4976775.06
4135711,11233,-8228939.36,4964817.84
362146,11433,-8213437.80,4968988.68
3576433,10017,-8234591.61,4976024.23
3938686,11433,-8213324.58,4967680.96
3793833,10065,-8233470.51,4977462.98
4481821,,-8230029.18,4987639.39
4065354,10017,-8233926.47,4976012.76
108683,10471,-8226119.84,4998536.56
3528512,10017,-8234799.22,4975648.48
3853964,,-8230248.48,4983291.17
4301892,11230,-8234154.23,4955663.31
3813415,11385,-8223328.86,4969463.00
3655880,10032,-8231612.14,4987705.60
4032516,11203,-8229356.81,4959545.35
247295,11357,-8215556.38,4980094.93
3685092,,-8227894.07,4983577.50
4395632,11421,-8221167.59,4967211.87
4082680,,-8222370.40,4995184.14
3355343,10065,-8234128.06,4977709.52
302287,10309,-8262554.45,4944315.99
3981420,11378,-8227272.35,4971031.22
3604896,10027,-8231519.75,4984128.27
150906,11226,-8232712.67,4959471.35
275919,11106,-8231238.16,4977298.99
3164744,10310,-8251071.51,4958883.09
3660966,,-8232670.79,4954776.15
3574367,10467,-8222976.64,4993182.03
3146028,11221,-8229049.38,4966712.64
3375421,11208,-8224543.41,4964742.14
4182495,10027,-8231531.99,4984854.84
3382770,10451,-8228565.28,4986648.39
3488985,11414,-8220627.13,4963146.12
3460083,,-8237607.81,4973854.29
4611696,11209,-8241245.73,4957707.77
1015439,10451,-8229966.42,4984884.83
4457578,10462,-8221080.20,4987688.09
3246729,11101,-8231943.43,4975862.24
3990051,11104,-8228760.14,4974818.86
3514131,11207,-8225029.38,4963178.56
4103295,11379,-8223822.45,4972301.19
3894133,,-8224437.60,4988460.39
3543555,,-8236895.36,4970296.28
3464275,10466,-8221455.35,4996144.19
4300280,11230,-8233972.12,4958381.03
4372134,,-8229343.01,4989602.69
4113545,,-8209309.28,4976256.41
3275979,10455,-8226523.73,4985104.75
3217711,10035,-8230247.92,4983290.95
3651707,11222,-8232188.78,4973308.51
4596972,,-8227627.35,4965645.44
3659221,11214,-8238077.58,4953399.36
3507869,,-8228569.78,4978142.76
173879,11213,-8230572.34,4963918.10
4249631,11201,-8235968.07,4967841.44
3993284,,-8246100.37,4952446.14
3267002,10467,-8223348.67,4994458.32
3961561,11201,-8235580.68,4966713.43
3135191,10309,-8261887.84,4944396.89
3942531,10473,-8222490.62,4986588.38
2822021,11221,-8228851.73,4966446.91
4430569,11432,-8213622.36,4969354.92
3198893,10463,-8228491.81,4994251.15
2943850,,-8230108.32,4951461.25
3400509,10469,-8221838.05,4993878.14
3597108,,-8220296.52,4974168.70
3691721,11221,-8228993.91,4966314.11
3288192,11210,-8231498.26,4957937.83
3614085,,-8227954.18,4987028.25
3948670,11206,-8231389.50,4968465.34
3385750,11208,-8223452.36,4965463.00
3623764,11237,-8228269.22,4968054.20
244719,11377,-8226048.53,4974107.07
3382957,11208,-8223315.72,4964207.42
3876505,11354,-8219470.53,4978149.37
4113195,11213,-8229710.80,4964380.58
4347901,11233,-8228939.36,4964817.84
3685862,,-8229247.72,4968199.86
3203600,11207,-8225116.32,4963630.20
131698,11219,-8237004.94,4959783.45
3265837,11435,-8216276.10,4968951.81
4278352,,-8216968.06,4973880.44
3718942,10459,-8225345.97,4986404.49
3239119,10009,-8235483.32,4971375.55
3274540,10004,-8238885.30,4968453.68
3618725,10461,-8221153.12,4991316.18
3929093,10310,-8250134.59,4957846.38
4622593,11236,-8227058.06,4960681.35
576947,10457,-8225191.87,4990084.23
4140293,10468,-8226902.21,4991848.40
3180602,11421,-8221256.76,4967728.61
3168011,10018,-8237291.93,4976672.63
4371455,11368,-8222460.57,4973668.30
4398207,,-8223685.08,4986439.50
3318611,10001,-8236436.24,4975226.99
3128112,10002,-8236990.20,4970287.31
90765,10465,-8217555.12,4987636.90
4437548,,-8210157.54,4967342.39
3849103,,-8237206.61,4970570.04
4518385,11435,-8216261.18,4968450.80
4025256,10040,-8229523.79,4991979.99
285149,10314,-8251765.57,4955391.80
3541500,11420,-8216631.88,4964301.62
4505827,,-8239431.78,4959842.14
4478759,11236,-8228154.56,4958586.69
3870596,,-8239116.19,4959723.75
3729724,11694,-8221142.54,4950135.74
3278263,11368,-8222454.29,4973672.64
2811315,11234,-8228815.74,4954722.29
4356879,11377,-8226216.49,4976168.68
3347895,11238,-8232822.07,4966175.28
3667576,10065,-8233898.64,4977701.38
3613381,10312,-8254933.58,4944130.11
3556099,11413,-8210532.68,4964035.08
4584242,11205,-8234975.10,4967363.82
149574,11210,-8231616.22,4958522.91
338901,11226,-8232304.64,4960379.19
319804,11213,-8230172.49,4965180.00
3508912,10030,-8231189.13,4985472.61
4344678,10035,-8230654.79,4983145.87
4492412,11378,-8228200.20,4970916.80
3389500,,-8227342.54,4953077.40
320889,11372,-8225031.67,4975145.88
3834121,10310,-8250321.61,4957802.81
3836875,,-8214582.93,4968841.25
3992782,11378,-8228125.06,4971523.71
2988566,,-8232433.13,4970263.76
3925468,11377,-8226712.97,4976587.51
3780678,,-8222047.57,4994559.57
4072293,11238,-8234022.21,4965512.59
3812417,11691,-8210337.32,4954455.03
3260461,,-8218073.15,4986505.92
3329995,10457,-8226084.71,4989750.08
3632671,10305,-8244960.46,4954257.08
4155599,10017,-8235158.11,4975847.45
3490798,11375,-8220608.21,4971270.04
2940689,,-8233411.00,4951224.81
4152285,11212,-8226829.86,4961658.11
4584695,10306,-8250977.28,4949974.09
3842564,11421,-8222210.54,4967239.03
1020589,11204,-8235905.97,4954627.95
3996789,11237,-8229926.76,4969366.67
153253,11225,-8232478.81,4962523.92
3568669,10028,-8233394.92,4979884.37
3995456,,-8224052.44,4988765.85
4425298,,-8231783.02,4975258.35
4139586,,-8229570.54,4985991.13
4312629,11226,-8233380.56,4959095.42
3658950,11230,-8234456.35,4955220.89
3614061,,-8235542.83,4954293.44
3372958,11208,-8223302.91,4965833.47
1020460,10029,-8231590.42,4981453.05
2819565,11225,-8233160.38,4962813.47
109507,10467,-8224061.40,4995754.15
4371078,,-8229984.65,4983144.25
3292083,10027,-8232924.20,4984161.69
4342233,11004,-8205309.57,4975288.62
3017963,,-8207315.32,4969629.30
4337617,,-8241725.52,4959148.53
3157787,10128,-8231909.50,4980286.21
3589599,11216,-8232041.17,4965041.83
4519705,10033,-8230192.26,4989906.28
3512375,,-8228352.71,4978540.35
995761,10011,-8237714.22,4973659.92
3322592,,-8224783.14,4972358.22
3717148,,-8238177.77,4965288.73
3299621,11215,-8235781.47,4964198.46
3841774,11212,-8227904.09,4963084.49
4426634,10033,-8230990.98,4989659.94
4514001,10456,-8228275.90,4987863.32
4343631,11230,-8233664.87,4956449.95
4483807,11420,-8217935.43,4962886.81
4388661,11385,-8222367.06,4969437.16
3589020,11233,-8228743.44,4963625.89
4594624,10128,-8231696.74,4980409.35
3697473,10022,-8233977.68,4976642.91
3931398,10013,-8237357.34,4970519.08
4119140,11201,-8236454.99,4966870.52
3952488,10018,-8236028.19,4975967.50
2927269,,-8223589.76,4988272.94
279362,11105,-8227701.44,4979376.95
4156305,10014,-8238260.59,4972179.86
3122623,,-8251222.43,4954946.61
3717638,10036,-8235767.70,4976797.22
223981,11411,-8207737.23,4967950.70
3130204,11354,-8217504.68,4977549.30
4612047,11377,-8226760.28,4976409.25
100778,10460,-8224079.36,4988600.47
4240555,,-8233270.13,4965666.72
3457735,10469,-8222242.38,4992170.75
4388295,11372,-8224039.08,4976471.41
3358010,11234,-8229565.79,4958690.12
3317844,11102,-8229393.64,4978808.04
3856125,11230,-8233179.52,4958310.33
4196330,11223,-8233424.42,4953256.57
3144663,11367,-8217237.09,4970978.62
263953,11361,-8213070.02,4976671.80
1012104,10024,-8235438.64,4980777.93
4601394,,-8236417.80,4956496.88
53184,10024,-8235709.59,4980677.10
3541334,10018,-8236967.72,4976855.42
3869857,11230,-8233979.91,4957120.20
3556319,,-8257187.24,4953773.23
4227751,11418,-8219773.87,4968586.92
3366692,11208,-8224048.74,4966355.54
4399843,10029,-8230836.91,4982026.82
3918646,11373,-8224401.98,4973765.26
3305787,11412,-8211056.43,4966202.95
3617064,11378,-8227419.85,4972102.45
3306006,10023,-8235489.23,4979188.94
3615839,11213,-8231152.39,4964484.65
3372953,11208,-8223806.07,4966512.75
4198641,10065,-8233006.98,4977084.68
174652,11213,-8231515.49,4963722.55
3395275,10029,-8231392.78,4981222.90
4558898,10032,-8231216.96,4989086.63
4403256,10013,-8237734.05,4970677.70
347315,11201,-8236869.08,4968358.62
261199,11362,-8207740.66,4976950.93
3361924,11234,-8228815.74,4954722.29
55462,10023,-8235326.16,4978737.42
3135963,10454,-8229002.40,4983576.91
3395762,11372,-8223728.87,4975643.00
3607722,11233,-8228928.23,4964979.15
4325269,10128,-8232415.87,4980808.66
2822344,10468,-8226258.43,4991912.63
4349178,11434,-8211631.41,4965547.52
3034068,,-8212100.87,4971879.73
3591800,10039,-8230806.19,4986167.36
3962225,11368,-8222356.59,4975793.08
3348119,,-8259594.18,4947424.23
560287,10453,-8228423.92,4991113.02
3392017,11354,-8218884.58,4978418.62
3911211,10460,-8224869.52,4987962.49
4267448,,-8228481.84,4978533.01
4008292,11422,-8208828.38,4962727.29
3855786,11236,-8225251.90,4958573.78
3857624,10306,-8249861.86,4949190.31
4403675,10474,-8225157.84,4984165.77
3271284,11378,-8227443.69,4971388.99
4340076,10467,-8222615.30,4995499.24
4578037,11004,-8206044.95,4974984.75
3146617,10022,-8233669.79,4977094.16
3370555,10027,-8232422.37,4984871.12
4541475,11373,-8225234.65,4974302.11
3938932,11417,-8220597.08,4965274.78
3469644,,-8228865.89,4986768.89
1036332,11217,-8235316.57,4965022.65
3710373,10001,-8237902.81,4975566.63
187065,11237,-8228918.32,4968291.04
301532,10312,-8256131.41,4944969.22
3727481,,-8230433.27,4987791.82
4029775,10312,-8255328.20,4945642.71
4586439,11364,-8209762.35,4974762.00
4377136,,-8209479.60,4972906.42
3314756,10018,-8236810.62,4976046.99
4361771,10004,-8239475.08,4968939.34
4352183,,-8222922.54,4987252.60
4298387,11368,-8219890.20,4977182.86
3144657,11432,-8214603.55,4969764.60
2823916,10010,-8235612.05,4974174.67
3149532,11232,-8237588.16,4960649.27
3809005,10459,-8225489.57,4985872.71
3495728,11216,-8232664.11,4963806.12
4573280,11411,-8209240.26,4967184.70
173628,11216,-8231733.42,4965009.04
4134669,10033,-8230414.34,4989876.85
3163373,,-8215534.72,4963465.56
3977712,11419,-8217809.64,4966890.34
3681581,11372,-8224639.09,4976113.13
3617312,11368,-8222419.38,4976290.21
276986,11102,-8229737.68,4978791.78
300308,10306,-8248817.91,4950542.27
4184962,11229,-8231338.85,4955044.05
4296351,10306,-8248818.24,4950542.32
3907247,,-8256278.31,4957025.74
2638,10004,-8239428.63,4969175.87
4555560,11692,-8214982.12,4952467.40
4264972,10461,-8219372.56,4988600.17
115019,11214,-8235979.23,4952885.01
3574694,11373,-8223137.95,4973405.47
63802,10026,-8232358.04,4983359.33
3790761,10452,-8228277.01,4989475.11
4031041,11219,-8236916.96,4959179.04
1021985,11369,-8221975.36,4977008.92
4201653,10036,-8235650.81,4976124.15
209017,11432,-8213742.48,4969669.82
3584381,11205,-8235142.08,4967915.30
311264,11218,-8235517.90,4960117.87
4457420,10029,-8231803.61,4981489.40
4245618,11354,-8218734.70,4976942.27
3581307,11217,-8236195.17,4965808.38
4475743,11423,-8212973.92,4969374.01
4012205,10035,-8230559.06,4982729.70
4429754,,-8232409.75,4965068.11
4414464,11385,-8227176.06,4970087.15
3869063,10011,-8237357.79,4974308.28
1011583,10016,-8235923.59,4975306.76
3302397,11436,-8215666.28,4965526.68
3986138,11212,-8228450.67,4962327.69
3524641,11422,-8207532.62,4961943.67
3254008,11434,-8211949.85,4963938.25
3767502,10020,-8235515.67,4976898.63
3520096,10003,-8236367.71,4972215.99
3578623,,-8214477.85,4969294.42
2889643,,-8224533.01,4986289.56
4086148,10027,-8232711.98,4984966.48
353400,10018,-8237066.12,4976663.75
2824297,11368,-8220061.64,4977566.78
4235660,,-8226145.24,4965349.65
3913286,11377,-8226307.77,4975471.27
3331530,10021,-8233592.16,4978253.13
3345440,11208,-8222983.16,4963592.57
226974,11428,-8207846.25,4971173.66
4211229,,-8237547.70,4966565.15
3066641,,-8222408.71,4973255.02
4002651,,-8229336.77,4977295.44
4419128,,-8238443.82,4953439.39
306633,11423,-8210837.89,4970374.10
2808752,10029,-8231143.36,4982683.72
4548967,11411,-8207486.98,4966882.26
68664,10032,-8231484.01,4988925.01
4122926,11385,-8223776.36,4968540.52
3872168,11421,-8221841.07,4967527.24
90383,10475,-8218292.91,4993114.11
4047004,,-8231172.43,4975781.76
4196268,11434,-8213317.90,4963294.35
3623953,10461,-8220562.57,4991325.74
4431688,11229,-8231638.86,4954557.96
4083447,11374,-8222348.13,4971090.85
203804,11421,-8222142.75,4965953.37
4302374,11434,-8213222.16,4963424.23
4061941,,-8214170.60,4979187.86
4332911,10472,-8221364.07,4987310.72
3382677,10019,-8235736.25,4977992.76
133996,11219,-8237564.91,4959159.34
71147,10040,-8230473.67,4991288.07
4593718,,-8230359.80,4984777.91
3885035,,-8218237.11,4974635.05
3140710,11207,-8226283.98,4961958.38
3232540,11413,-8208334.27,4965112.47
4370653,,-8227702.16,4979376.76
3911500,11415,-8218323.27,4970014.30
250051,11355,-8218281.77,4974954.89
4226576,10075,-8233248.09,4979305.02
3080027,,-8212440.39,4974611.07
3564291,11416,-8220262.01,4966148.96
223266,11428,-8208733.84,4971966.95
3255490,11235,-8231901.31,4951125.53
3904274,11218,-8235230.03,4959865.61
3766517,,-8223496.39,4988684.93
4345912,10459,-8225423.45,4985970.54
4380004,11212,-8228636.57,4962168.62
3210833,11432,-8213350.68,4970121.51
3436423,,-8218416.33,4962986.01
1011607,10036,-8237298.74,4977410.02
3453671,11215,-8235002.93,4963683.71
3888027,10016,-8234971.76,4974645.19
159505,11232,-8237202.54,4963152.86
35566,10016,-8235411.52,4974537.97
3044677,,-8226835.42,4973853.43
3259763,10018,-8237443.02,4976398.75
3835919,11101,-8229422.49,4974658.56
3188237,11213,-8229360.73,4963568.68
4298521,11422,-8208180.95,4963091.82
3860811,10017,-8235018.52,4975769.56
50942,10022,-8233922.49,4977233.83
4280543,11429,-8209239.15,4969214.39
82800,10472,-8224504.66,4987057.22
4184917,,-8218208.61,4980057.40
3266043,11102,-8229453.52,4977848.31
3332779,10012,-8237352.77,4971341.93
67671,10027,-8231366.62,4984403.83
4467634,10027,-8231684.20,4984578.82
221659,11429,-8209845.07,4969301.11
3333972,11101,-8230067.93,4975826.27
3827518,,-8231504.16,4971109.07
3929898,11226,-8233129.43,4961377.71
3616928,,-8227064.74,4953383.24
4006589,10011,-8237720.24,4974051.61
3438735,11201,-8235920.21,4967609.46
58448,10025,-8233563.80,4982674.94
4607370,10474,-8224850.60,4986200.46
3759968,11213,-8229886.69,4964886.24
51300,10128,-8232360.57,4980908.30
4455307,,-8238068.67,4976015.41
4441885,11426,-8207170.28,4972090.70
50115,10128,-8231488.96,4980423.14
3168534,10304,-8246176.56,4957863.55
3644871,11207,-8225340.40,4964781.58
283136,11369,-8223321.79,4977348.64
3158009,11215,-8235535.23,4963420.92
3205299,11213,-8229974.64,4963611.48
2992746,,-8229921.59,4972099.17
3930184,,-8219583.63,4971929.56
4418370,10451,-8227852.88,4986257.39
2849025,,-8231323.25,4979779.84
21428,10014,-8238418.44,4974305.92
3735838,11226,-8231939.42,4959862.09
3741224,11220,-8238904.68,4958475.35
3365140,10029,-8231696.62,4980672.25
4001179,,-8226322.24,4958906.77
3636224,10451,-8228356.05,4986243.56
3285968,11221,-8228326.49,4967509.46
3281736,11225,-8233462.13,4962787.43
3979315,11413,-8210490.38,4965412.03
4189633,11228,-8239599.32,4956584.29
3797972,11434,-8212446.27,4963890.66
4262599,,-8235216.67,4966256.42
4200005,10463,-8226958.99,4995360.09
4075921,,-8223537.03,4988477.46
3577185,,-8234653.39,4981451.17
3699776,,-8222634.22,4996173.35
4054615,,-8220502.46,4974279.63
3950536,10034,-8228619.87,4992370.05
178085,11215,-8234797.65,4963572.60
3370127,11215,-8235733.35,4961984.58
4408166,11430,-8216018.51,4963222.88
1011666,10459,-8226488.04,4986424.96
3769884,,-8239014.89,4970239.00
3740033,11423,-8212828.09,4969843.95
3348446,,-8237523.30,4962711.75
4275667,,-8222654.26,4961126.36
295079,10306,-8247961.75,4949241.85
3695016,,-8225605.34,4964534.99
3146880,,-8217651.79,4981346.48
3822851,11221,-8230762.11,4966926.75
3911412,10465,-8216918.53,4987028.69
3671663,,-8218479.78,4978933.26
4013094,,-8229665.16,4973555.76
3209208,10016,-8235719.02,4975677.38
3755252,10458,-8225514.06,4992360.49
4002861,10312,-8256548.82,4947814.61
4007784,11229,-8232954.65,4953756.52
3344537,11224,-8234035.58,4950643.38
3612041,,-8223869.87,4988486.29
3953639,11230,-8234039.57,4958687.61
3237868,10028,-8232697.96,4979871.83
4615108,10022,-8233885.29,4976713.01
4605405,10455,-8228281.46,4985641.48
234581,11365,-8215820.10,4973046.69
4564743,11434,-8211422.68,4963258.54
2957573,,-8241944.93,4958561.28
3446125,10456,-8226837.65,4986304.46
3824331,11434,-8211756.08,4961887.46
1022287,11230,-8233241.54,4957226.99
3334838,11204,-8236346.50,4955084.83
3701249,,-8230203.95,4983819.13
353318,10301,-8246085.51,4958789.67
3336890,11208,-8223373.62,4963304.73
